uniform_number,player_name,position,bats,throws,ht,wt,yob
13,Maddox Grant,OF,R,R,0,0,1994
33,Marcal Ben,UTL,R,R,0,0,1987
10,O'Connell Joe,C,R,R,0,0,1995
3,Perez Patricio Angel Apolinar,OF,R,R,0,0,1995
16,Randall Kyle,P/2B/OF,R,R,0,0,1991
18,Ryan Cole,OF,R,R,0,0,1986
23,Sassoli Gabriella,OF,R,R,0,0,1996
5,Sheppard Gordon,1B/3B,R,R,0,0,1991
23,Skopec Mark Russell,1B/OF,R,R,0,0,1991
25,Sobue Amane,IF,R,R,0,0,1996
28,Stambaugh Dillon,C/2B,R,R,0,0,1995
64,TAYLOR AMANDA,1B,L,L,0,0,1988
9,Villanueva Johan,P/OF,R,R,0,0,1988
2,Wampler Louis,CF,R,R,0,0,1987
4,Wiedmann Pete,SS,R,R,0,0,1983
26,Wilson Rhys,UTL,R,R,0,0,1985
12,Zucker Will,SS,R,R,0,0,1997
97,Anderson Zachary,P,R,R,0,0,1997
33,Banagale Michael,OF,L,L,0,0,1990
36,Baxter Dylan,OF,R,R,0,0,2003
24,Chandler Rory,OF,R,R,0,0,1998
37,Cook Derrick,C,R,R,0,0,1977
0,Cosgrove Andy,P/C/SS,R,R,0,0,1996
3,Cramman Jonathon,1B/OF,R,L,0,0,1991
64,del Zoppo Grant,DH,R,R,0,0,1972
30,Dix James,UTL,R,R,178,68,1996
10,EDMONDS Jordan,P/OF,R,R,0,0,1995
88,Erskine James,UTL,R,R,0,0,2006
89,Flaherty Michael,IF,R,R,0,0,2001
91,FLAHERTY Thomas,P/IF,R,R,0,0,2004
90,Gitlin Max,P,L,L,0,0,2001
99,Lawson Tosh,P,R,R,0,0,2000
99,Magee Brenden,OF,R,R,0,0,1993
98,Mauerer Jonathan,IF,R,R,0,0,1985
6,Messer Christopher,P,R,R,0,0,1998
14,Minford Rich,P/IF,R,R,0,0,1988
9,MOSIER Fred,P/UTL,R,R,0,0,1999
15,Pearce Aidan,C,R,R,0,0,2001
22,POWER Brendan,IF,R,R,0,0,1987
70,Ruby Bryan,IF,R,R,0,0,1995
94,Sollecito Matteo,P/IF,R,R,0,0,2000
0,SOLLECITO Pietro,P,R,R,0,0,1970
8,SPROULE Sam,UTL,R,R,0,0,1991
7,STROMAN Zach,1B/OF,L,L,0,0,1995
16,Tucker Martin,IF,R,R,0,0,1984
9,VINALL Callum,C,R,R,0,0,1996
35,vom Scheidt Mitchell,P,R,R,0,0,2001
1,Carter Jon,P/1B/OF,L,L,182,83,1972
2,Dean Louis,IF,R,R,160,45,2006
7,Effingham Nick,IF,R,R,0,0,2005
26,Erickson Jeff,CF,R,R,0,0,2000
24,Furst Matt,P/C/SS,R,R,178,66,2004
27,Harris Troy,IF,R,R,0,0,2004
21,Horwood Kaden,P/1B/OF,R,R,0,0,2006
42,Jones Josh,1B,R,R,203,113,2004
0,Keswani Si,P,R,R,0,0,2004
3,Manoff Max,P/CF,R,R,178,71,2004
8,Maruyama Tomoya,OF,R,R,179,66,2004
5,Molina Sebastian,C/1B,R,R,180,104,1999
25,Moruzzi Ben,IF,R,R,0,0,2005
4,Neyhus George,IF,R,R,0,0,2003
6,Ng Don,C,R,R,0,0,2005
16,Paterson Alexander,C,R,R,175,85,2005
23,Quixley Harry,P/OF,R,R,186,64,2004
9,Rodriguez Jonathan,P,R,R,0,0,1986
17,Shinkawa Tez,P,R,R,177,66,1972
10,Sporleder Benjamin,IF,R,R,0,0,2005
12,Warrington Jack,UTL,R,R,188,83,2006
14,Wu Jun,P,R,R,0,0,1995
30,APOSTOAEI Andrei,P/1B/3B,R,R,0,0,1984
18,Armstrong Luke,P/OF,R,R,0,0,1997
19,Avila Elbis,P,R,R,0,0,1990
11,Batho Charlie,1B,R,R,0,0,1994
54,Casal Carlos David,P/SS,R,R,0,0,1998
88,Dodds Brian,1B,R,R,0,0,1983
21,Evans Stephen,P,R,R,0,0,1989
95,French Tim,LF,R,R,0,0,1995
6,Frometa Luis,P/C/DH,R,R,0,0,1992
24,Gonzalez Diego,P,R,R,0,0,2000
22,Grocott Jordan,P/C/RF,R,R,0,0,1996
32,Kelly Jonny,LF/RF,R,R,0,0,1989
16,LAU Tsz Chin,2B/SS,R,R,0,0,1992
37,Lawn Spencer,C/2B/LF,R,R,0,0,1994
1,Llamas Jorge,P/3B/SS,R,R,0,0,1992
7,Martin Luke,1B/OF,R,R,0,0,1994
56,Pritchard Jono,P,R,R,0,0,1995
9,Ratcliff Jamie,P/C,R,R,0,0,1993
44,Read Sam,3B/SS/RF,R,R,0,0,1999
10,Taylor Josh,P/C/CF,R,R,0,0,1992
17,Wright Kelly,2B/LF,R,R,170,70,1992
14,Wright Kirstie,2B/RF,R,R,0,0,1992
20,Danielius Rokas,2B/SS/OF,R,R,0,0,1991
86,Dragunas Tomas,2B/3B/SS/LF/RF,R,R,0,0,1986
55,Hall Shannon,P/C/2B/3B/SS,R,R,0,0,1992
19,Jakutis Evaldas,3B,R,R,0,0,1988
13,Janulevicius Giedrius,P/C/OF,R,R,0,0,1985
66,Jelloian Alexander,P/3B/SS/OF,R,R,0,0,1998
5,Katinas Vilmantas,OF,R,R,0,0,1983
50,Katinas Markas,RF,L,L,0,0,2003
11,Manole Lucian,LF/RF,R,R,0,0,1988
2,Milan Carlos,P/OF,R,R,0,0,1981
44,Minac Marcelin,P/IF/OF,R,R,0,0,1994
24,Moreta Domarkis,3B/SS,R,R,0,0,1995
8,Puiu Sorin,P/1B,L,L,0,0,1992
23,RATKEVICIUS Viktoras,P/IF/OF,R,R,0,0,1997
0,Sarakojis Tadas,1B/2B,R,R,0,0,1987
35,Sirgedas Matas,P/2B/3B/SS/OF,R,R,0,0,1998
77,Steponenas Aurimas,P/SS/OF,R,R,0,0,1983
70,Tamosiunas Nerius,P/2B,R,R,0,0,1982
1,Tamosiunas Darius,P/1B,R,R,0,0,1979
99,Trinkunas Deivydas,P/3B,R,R,0,0,1982
26,Trinkunas Domantas,P/2B,R,R,0,0,1998
50,Vilimas Kestas,C/IF/OF,R,R,0,0,1995
28,Zickus Eimantas,P/IF/OF,R,L,0,0,1984
